Date,Win Prediction Confidence,Kelly Percentage,Home Team Odds,Away Team Odds,OverUnder Prediction,OverUnder Point,OverUnder Confidence,Actual Combined Score,Home Team Name,Away Team Name,Predicted Winner,Actual Winner
2024-04-03 02:53:27,65.20, 0.00, None,     ,UNDER,  0.0,94.00,?,New York Knicks,,New York Knicks,?
2024-04-03 02:53:27,34.80, 0.00,     , None,UNDER,  0.0,94.00,?,,Sacramento Kings,New York Knicks,?
2024-04-03 02:53:27,67.90, 0.00, None,     ,UNDER,  0.0,69.60,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-03 02:53:27,32.10, 0.00,     , None,UNDER,  0.0,69.60,?,,Atlanta Hawks,Dallas Mavericks,?
2024-04-03 02:53:27,55.50, 0.00, None,     ,UNDER,  0.0,70.70,?,Houston Rockets,,Houston Rockets,?
2024-04-03 02:53:27,44.50, 0.00,     , None,UNDER,  0.0,70.70,?,,Golden State Warriors,Houston Rockets,?
2024-04-03 02:53:27,63.20, 0.00, None,     ,UNDER,  0.0,96.00,?,LA Clippers,,LA Clippers,?
2024-04-03 02:53:27,36.80, 0.00,     , None,UNDER,  0.0,96.00,?,,Denver Nuggets,LA Clippers,?
2024-04-03 02:56:18,60.20, 0.00, None,     ,UNDER,  0.0,74.90,?,Miami Heat,,Miami Heat,?
2024-04-03 02:56:18,39.80, 0.00,     , None,UNDER,  0.0,74.90,?,,Philadelphia 76ers,Miami Heat,?
2024-04-03 02:56:18,65.20, 0.00, None,     ,UNDER,  0.0,94.00,?,New York Knicks,,New York Knicks,?
2024-04-03 02:56:18,34.80, 0.00,     , None,UNDER,  0.0,94.00,?,,Sacramento Kings,New York Knicks,?
2024-04-03 02:56:18,67.90, 0.00, None,     ,UNDER,  0.0,69.60,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-03 02:56:18,32.10, 0.00,     , None,UNDER,  0.0,69.60,?,,Atlanta Hawks,Dallas Mavericks,?
2024-04-03 02:56:18,55.50, 0.00, None,     ,UNDER,  0.0,70.70,?,Houston Rockets,,Houston Rockets,?
2024-04-03 02:56:18,44.50, 0.00,     , None,UNDER,  0.0,70.70,?,,Golden State Warriors,Houston Rockets,?
2024-04-03 02:56:18,63.20, 0.00, None,     ,UNDER,  0.0,96.00,?,LA Clippers,,LA Clippers,?
2024-04-03 02:56:18,36.80, 0.00,     , None,UNDER,  0.0,96.00,?,,Denver Nuggets,LA Clippers,?
2024-04-03 02:57:54,60.20, 0.00, None,     ,UNDER,  0.0,74.90,?,Miami Heat,,Miami Heat,?
2024-04-03 02:57:54,39.80, 0.00,     , None,UNDER,  0.0,74.90,?,,Philadelphia 76ers,Miami Heat,?
2024-04-03 02:57:54,65.20, 0.00, None,     ,UNDER,  0.0,94.00,?,New York Knicks,,New York Knicks,?
2024-04-03 02:57:54,34.80, 0.00,     , None,UNDER,  0.0,94.00,?,,Sacramento Kings,New York Knicks,?
2024-04-03 02:57:54,67.90, 0.00, None,     ,UNDER,  0.0,69.60,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-03 02:57:54,32.10, 0.00,     , None,UNDER,  0.0,69.60,?,,Atlanta Hawks,Dallas Mavericks,?
2024-04-03 02:57:54,55.50, 0.00, None,     ,UNDER,  0.0,70.70,?,Houston Rockets,,Houston Rockets,?
2024-04-03 02:57:54,44.50, 0.00,     , None,UNDER,  0.0,70.70,?,,Golden State Warriors,Houston Rockets,?
2024-04-03 02:57:54,63.20, 0.00, None,     ,UNDER,  0.0,96.00,?,LA Clippers,,LA Clippers,?
2024-04-03 02:57:54,36.80, 0.00,     , None,UNDER,  0.0,96.00,?,,Denver Nuggets,LA Clippers,?
2024-04-03 02:58:17,60.20, 0.00, None,     ,UNDER,  0.0,74.90,?,Miami Heat,,Miami Heat,?
2024-04-03 02:58:17,39.80, 0.00,     , None,UNDER,  0.0,74.90,?,,Philadelphia 76ers,Miami Heat,?
2024-04-03 02:58:17,65.20, 0.00, None,     ,UNDER,  0.0,94.00,?,New York Knicks,,New York Knicks,?
2024-04-03 02:58:17,34.80, 0.00,     , None,UNDER,  0.0,94.00,?,,Sacramento Kings,New York Knicks,?
2024-04-03 02:58:17,67.90, 0.00, None,     ,UNDER,  0.0,69.60,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-03 02:58:17,32.10, 0.00,     , None,UNDER,  0.0,69.60,?,,Atlanta Hawks,Dallas Mavericks,?
2024-04-03 02:58:17,55.50, 0.00, None,     ,UNDER,  0.0,70.70,?,Houston Rockets,,Houston Rockets,?
2024-04-03 02:58:17,44.50, 0.00,     , None,UNDER,  0.0,70.70,?,,Golden State Warriors,Houston Rockets,?
2024-04-03 02:58:17,63.20, 0.00, None,     ,UNDER,  0.0,96.00,?,LA Clippers,,LA Clippers,?
2024-04-03 02:58:17,36.80, 0.00,     , None,UNDER,  0.0,96.00,?,,Denver Nuggets,LA Clippers,?
2024-04-03 02:59:02,60.20, 0.00, None,     ,UNDER,  0.0,74.90,?,Miami Heat,,Miami Heat,?
2024-04-03 02:59:02,39.80, 0.00,     , None,UNDER,  0.0,74.90,?,,Philadelphia 76ers,Miami Heat,?
2024-04-03 02:59:02,65.20, 0.00, None,     ,UNDER,  0.0,94.00,?,New York Knicks,,New York Knicks,?
2024-04-03 02:59:02,34.80, 0.00,     , None,UNDER,  0.0,94.00,?,,Sacramento Kings,New York Knicks,?
2024-04-03 02:59:02,67.90, 0.00, None,     ,UNDER,  0.0,69.60,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-03 02:59:02,32.10, 0.00,     , None,UNDER,  0.0,69.60,?,,Atlanta Hawks,Dallas Mavericks,?
2024-04-03 02:59:02,55.50, 0.00, None,     ,UNDER,  0.0,70.70,?,Houston Rockets,,Houston Rockets,?
2024-04-03 02:59:02,44.50, 0.00,     , None,UNDER,  0.0,70.70,?,,Golden State Warriors,Houston Rockets,?
2024-04-03 02:59:02,63.20, 0.00, None,     ,UNDER,  0.0,96.00,?,LA Clippers,,LA Clippers,?
2024-04-03 02:59:02,36.80, 0.00,     , None,UNDER,  0.0,96.00,?,,Denver Nuggets,LA Clippers,?
2024-04-03 02:59:37,53.00, 0.00, -138,     , OVER,212.5,69.10,?,Charlotte Hornets,,Charlotte Hornets,?
2024-04-03 02:59:37,47.00, 2.11,     ,  118, OVER,212.5,69.10,?,,Portland Trail Blazers,Charlotte Hornets,?
2024-04-03 02:59:37,24.10,13.97,  750,     , OVER,234.5,61.20,?,Washington Wizards,,Los Angeles Lakers,?
2024-04-03 02:59:37,75.90, 0.00,     ,-1200, OVER,234.5,61.20,?,,Los Angeles Lakers,Los Angeles Lakers,?
2024-04-03 02:59:37,66.50, 0.00, -360,     ,UNDER,230.5,97.60,?,Boston Celtics,,Boston Celtics,?
2024-04-03 02:59:37,33.50,10.51,     ,  290,UNDER,230.5,97.60,?,,Oklahoma City Thunder,Boston Celtics,?
2024-04-03 02:59:37,42.70,20.73,  260,     ,UNDER,230.5,78.40,?,Brooklyn Nets,,Indiana Pacers,?
2024-04-03 02:59:37,57.30, 0.00,     , -320,UNDER,230.5,78.40,?,,Indiana Pacers,Indiana Pacers,?
2024-04-03 02:59:37,72.60, 0.00, -770,     , OVER,223.0,59.00,?,Atlanta Hawks,,Atlanta Hawks,?
2024-04-03 02:59:37,27.40,13.92,     ,  540, OVER,223.0,59.00,?,,Detroit Pistons,Atlanta Hawks,?
2024-04-03 02:59:37,85.20, 0.00,-1350,     , OVER,215.5,70.20,?,Minnesota Timberwolves,,Minnesota Timberwolves,?
2024-04-03 02:59:37,14.80, 4.34,     ,  810, OVER,215.5,70.20,?,,Toronto Raptors,Minnesota Timberwolves,?
2024-04-03 02:59:37,62.80, 0.00, -188,     ,UNDER,209.5,59.70,?,New Orleans Pelicans,,New Orleans Pelicans,?
2024-04-03 02:59:37,37.20, 0.00,     ,  158,UNDER,209.5,59.70,?,,Orlando Magic,New Orleans Pelicans,?
2024-04-03 02:59:37,82.20, 0.00, -850,     ,UNDER,223.5,57.90,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-03 02:59:37,17.80, 3.93,     ,  590,UNDER,223.5,57.90,?,,Memphis Grizzlies,Milwaukee Bucks,?
2024-04-03 02:59:37,59.30, 0.00, -235,     ,UNDER,226.5,67.10,?,Phoenix Suns,,Phoenix Suns,?
2024-04-03 02:59:37,40.70,10.09,     ,  194,UNDER,226.5,67.10,?,,Cleveland Cavaliers,Phoenix Suns,?
2024-04-03 03:12:18,53.00, 0.00, -138,     , OVER,211.5,70.70,?,Charlotte Hornets,,Charlotte Hornets,?
2024-04-03 03:12:18,47.00, 2.11,     ,  118, OVER,211.5,70.70,?,,Portland Trail Blazers,Charlotte Hornets,?
2024-04-03 03:12:18,24.10,13.97,  750,     , OVER,234.0,60.80,?,Washington Wizards,,Los Angeles Lakers,?
2024-04-03 03:12:18,75.90, 0.00,     ,-1200, OVER,234.0,60.80,?,,Los Angeles Lakers,Los Angeles Lakers,?
2024-04-03 03:12:18,66.50, 0.00, -360,     ,UNDER,230.5,97.60,?,Boston Celtics,,Boston Celtics,?
2024-04-03 03:12:18,33.50,10.51,     ,  290,UNDER,230.5,97.60,?,,Oklahoma City Thunder,Boston Celtics,?
2024-04-03 03:12:18,42.70,20.73,  260,     ,UNDER,230.5,78.40,?,Brooklyn Nets,,Indiana Pacers,?
2024-04-03 03:12:18,57.30, 0.00,     , -320,UNDER,230.5,78.40,?,,Indiana Pacers,Indiana Pacers,?
2024-04-03 03:12:18,72.60, 0.00, -770,     , OVER,223.0,59.00,?,Atlanta Hawks,,Atlanta Hawks,?
2024-04-03 03:12:18,27.40,13.92,     ,  540, OVER,223.0,59.00,?,,Detroit Pistons,Atlanta Hawks,?
2024-04-03 03:12:18,85.20, 0.00,-1350,     , OVER,215.5,70.20,?,Minnesota Timberwolves,,Minnesota Timberwolves,?
2024-04-03 03:12:18,14.80, 4.34,     ,  810, OVER,215.5,70.20,?,,Toronto Raptors,Minnesota Timberwolves,?
2024-04-03 03:12:18,62.80, 0.00, -188,     ,UNDER,209.5,59.70,?,New Orleans Pelicans,,New Orleans Pelicans,?
2024-04-03 03:12:18,37.20, 0.00,     ,  158,UNDER,209.5,59.70,?,,Orlando Magic,New Orleans Pelicans,?
2024-04-03 03:12:18,82.20, 0.00, -850,     ,UNDER,222.5,58.00,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-03 03:12:18,17.80, 3.93,     ,  590,UNDER,222.5,58.00,?,,Memphis Grizzlies,Milwaukee Bucks,?
2024-04-03 03:12:18,59.30, 0.00, -235,     ,UNDER,226.5,67.10,?,Phoenix Suns,,Phoenix Suns,?
2024-04-03 03:12:18,40.70,10.09,     ,  194,UNDER,226.5,67.10,?,,Cleveland Cavaliers,Phoenix Suns,?
2024-04-03 03:23:51,52.98, 0.00, -138,     , OVER,211.5,70.70,?,Charlotte Hornets,,Charlotte Hornets,?
2024-04-03 03:23:51,47.02, 2.11,     ,  118, OVER,211.5,70.70,?,,Portland Trail Blazers,Charlotte Hornets,?
2024-04-03 03:23:51,75.91,13.97,  750,     , OVER,234.0,60.80,?,Washington Wizards,,Los Angeles Lakers,?
2024-04-03 03:23:51,75.91, 0.00,     ,-1200, OVER,234.0,60.80,?,,Los Angeles Lakers,Los Angeles Lakers,?
2024-04-03 03:23:51,57.25,20.73,  260,     ,UNDER,230.5,78.40,?,Brooklyn Nets,,Indiana Pacers,?
2024-04-03 03:23:51,57.25, 0.00,     , -320,UNDER,230.5,78.40,?,,Indiana Pacers,Indiana Pacers,?
2024-04-03 03:23:51,72.63, 0.00, -770,     , OVER,223.0,59.00,?,Atlanta Hawks,,Atlanta Hawks,?
2024-04-03 03:23:51,27.37,13.92,     ,  540, OVER,223.0,59.00,?,,Detroit Pistons,Atlanta Hawks,?
2024-04-03 03:23:51,66.54, 0.00, -450,     ,UNDER,230.5,97.60,?,Boston Celtics,,Boston Celtics,?
2024-04-03 03:23:51,33.46,14.45,     ,  350,UNDER,230.5,97.60,?,,Oklahoma City Thunder,Boston Celtics,?
2024-04-03 03:23:51,82.15, 0.00, -850,     ,UNDER,222.5,58.00,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-03 03:23:51,17.85, 3.93,     ,  590,UNDER,222.5,58.00,?,,Memphis Grizzlies,Milwaukee Bucks,?
2024-04-03 03:23:51,62.81, 0.00, -190,     ,UNDER,209.5,59.70,?,New Orleans Pelicans,,New Orleans Pelicans,?
2024-04-03 03:23:51,37.19, 0.00,     ,  160,UNDER,209.5,59.70,?,,Orlando Magic,New Orleans Pelicans,?
2024-04-03 03:23:51,85.15, 0.00,-1350,     , OVER,215.5,70.20,?,Minnesota Timberwolves,,Minnesota Timberwolves,?
2024-04-03 03:23:51,14.85, 4.34,     ,  810, OVER,215.5,70.20,?,,Toronto Raptors,Minnesota Timberwolves,?
2024-04-03 03:23:51,59.33, 0.00, -235,     ,UNDER,226.5,67.10,?,Phoenix Suns,,Phoenix Suns,?
2024-04-03 03:23:51,40.67,10.09,     ,  194,UNDER,226.5,67.10,?,,Cleveland Cavaliers,Phoenix Suns,?
2024-04-03 03:27:45,52.98, 0.00, -138,     , OVER,211.5,70.70,?,Charlotte Hornets,,Charlotte Hornets,?
2024-04-03 03:27:45,47.02, 2.11,     ,  118, OVER,211.5,70.70,?,,Portland Trail Blazers,Charlotte Hornets,?
2024-04-03 03:27:45,75.91,13.97,  750,     , OVER,234.0,60.80,?,Washington Wizards,,Los Angeles Lakers,?
2024-04-03 03:27:45,75.91, 0.00,     ,-1200, OVER,234.0,60.80,?,,Los Angeles Lakers,Los Angeles Lakers,?
2024-04-03 03:27:45,57.25,20.73,  260,     ,UNDER,230.5,78.40,?,Brooklyn Nets,,Indiana Pacers,?
2024-04-03 03:27:45,57.25, 0.00,     , -320,UNDER,230.5,78.40,?,,Indiana Pacers,Indiana Pacers,?
2024-04-03 03:27:45,72.63, 0.00, -770,     , OVER,223.0,59.00,?,Atlanta Hawks,,Atlanta Hawks,?
2024-04-03 03:27:45,27.37,13.92,     ,  540, OVER,223.0,59.00,?,,Detroit Pistons,Atlanta Hawks,?
2024-04-03 03:27:45,66.54, 0.00, -360,     ,UNDER,230.5,97.60,?,Boston Celtics,,Boston Celtics,?
2024-04-03 03:27:45,33.46,10.51,     ,  290,UNDER,230.5,97.60,?,,Oklahoma City Thunder,Boston Celtics,?
2024-04-03 03:27:45,82.15, 0.00, -850,     ,UNDER,222.5,58.00,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-03 03:27:45,17.85, 3.93,     ,  590,UNDER,222.5,58.00,?,,Memphis Grizzlies,Milwaukee Bucks,?
2024-04-03 03:27:45,62.81, 0.00, -188,     ,UNDER,209.5,59.70,?,New Orleans Pelicans,,New Orleans Pelicans,?
2024-04-03 03:27:45,37.19, 0.00,     ,  158,UNDER,209.5,59.70,?,,Orlando Magic,New Orleans Pelicans,?
2024-04-03 03:27:45,85.15, 0.00,-1350,     , OVER,215.5,70.20,?,Minnesota Timberwolves,,Minnesota Timberwolves,?
2024-04-03 03:27:45,14.85, 4.34,     ,  810, OVER,215.5,70.20,?,,Toronto Raptors,Minnesota Timberwolves,?
2024-04-03 03:27:45,59.33, 0.00, -235,     ,UNDER,226.5,67.10,?,Phoenix Suns,,Phoenix Suns,?
2024-04-03 03:27:45,40.67,10.09,     ,  194,UNDER,226.5,67.10,?,,Cleveland Cavaliers,Phoenix Suns,?
2024-04-03 03:29:30,53.00, 0.00, -138,     , OVER,211.5,70.70,?,Charlotte Hornets,,Charlotte Hornets,?
2024-04-03 03:29:30,47.00, 2.11,     ,  118, OVER,211.5,70.70,?,,Portland Trail Blazers,Charlotte Hornets,?
2024-04-03 03:29:30,75.90,13.25,  700,     , OVER,234.0,60.80,?,Washington Wizards,,Los Angeles Lakers,?
2024-04-03 03:29:30,75.90, 0.00,     ,-1100, OVER,234.0,60.80,?,,Los Angeles Lakers,Los Angeles Lakers,?
2024-04-03 03:29:30,57.30,20.73,  260,     ,UNDER,230.5,78.40,?,Brooklyn Nets,,Indiana Pacers,?
2024-04-03 03:29:30,57.30, 0.00,     , -320,UNDER,230.5,78.40,?,,Indiana Pacers,Indiana Pacers,?
2024-04-03 03:29:30,72.60, 0.00, -770,     , OVER,223.0,59.00,?,Atlanta Hawks,,Atlanta Hawks,?
2024-04-03 03:29:30,27.40,13.92,     ,  540, OVER,223.0,59.00,?,,Detroit Pistons,Atlanta Hawks,?
2024-04-03 03:29:30,66.50, 0.00, -450,     ,UNDER,230.5,97.60,?,Boston Celtics,,Boston Celtics,?
2024-04-03 03:29:30,33.50,14.45,     ,  350,UNDER,230.5,97.60,?,,Oklahoma City Thunder,Boston Celtics,?
2024-04-03 03:29:30,82.20, 0.00, -850,     ,UNDER,222.5,58.00,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-03 03:29:30,17.80, 3.93,     ,  590,UNDER,222.5,58.00,?,,Memphis Grizzlies,Milwaukee Bucks,?
2024-04-03 03:29:30,62.80, 0.00, -190,     ,UNDER,209.5,59.70,?,New Orleans Pelicans,,New Orleans Pelicans,?
2024-04-03 03:29:30,37.20, 0.00,     ,  160,UNDER,209.5,59.70,?,,Orlando Magic,New Orleans Pelicans,?
2024-04-03 03:29:30,85.20, 0.00,-1350,     , OVER,215.5,70.20,?,Minnesota Timberwolves,,Minnesota Timberwolves,?
2024-04-03 03:29:30,14.80, 4.34,     ,  810, OVER,215.5,70.20,?,,Toronto Raptors,Minnesota Timberwolves,?
2024-04-03 03:29:30,59.30, 0.00, -235,     ,UNDER,226.5,67.10,?,Phoenix Suns,,Phoenix Suns,?
2024-04-03 03:29:30,40.70,10.09,     ,  194,UNDER,226.5,67.10,?,,Cleveland Cavaliers,Phoenix Suns,?
2024-04-03 03:37:51,53.00, 0.00, -138,     , OVER,211.5,70.70,?,Charlotte Hornets,,Charlotte Hornets,?
2024-04-03 03:37:51,47.00, 2.11,     ,  118, OVER,211.5,70.70,?,,Portland Trail Blazers,Charlotte Hornets,?
2024-04-03 03:37:51,75.90,13.25,  700,     , OVER,234.0,60.80,?,Washington Wizards,,Los Angeles Lakers,?
2024-04-03 03:37:51,75.90, 0.00,     ,-1100, OVER,234.0,60.80,?,,Los Angeles Lakers,Los Angeles Lakers,?
2024-04-03 03:37:51,57.30,20.73,  260,     ,UNDER,230.5,78.40,?,Brooklyn Nets,,Indiana Pacers,?
2024-04-03 03:37:51,57.30, 0.00,     , -320,UNDER,230.5,78.40,?,,Indiana Pacers,Indiana Pacers,?
2024-04-03 03:37:51,72.60, 0.00, -770,     , OVER,223.0,59.00,?,Atlanta Hawks,,Atlanta Hawks,?
2024-04-03 03:37:51,27.40,13.92,     ,  540, OVER,223.0,59.00,?,,Detroit Pistons,Atlanta Hawks,?
2024-04-03 03:37:51,66.50, 0.00, -450,     ,UNDER,230.5,97.60,?,Boston Celtics,,Boston Celtics,?
2024-04-03 03:37:51,33.50,14.45,     ,  350,UNDER,230.5,97.60,?,,Oklahoma City Thunder,Boston Celtics,?
2024-04-03 03:37:51,82.20, 0.00, -850,     ,UNDER,222.5,58.00,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-03 03:37:51,17.80, 3.93,     ,  590,UNDER,222.5,58.00,?,,Memphis Grizzlies,Milwaukee Bucks,?
2024-04-03 03:37:51,62.80, 0.00, -190,     ,UNDER,209.5,59.70,?,New Orleans Pelicans,,New Orleans Pelicans,?
2024-04-03 03:37:51,37.20, 0.00,     ,  160,UNDER,209.5,59.70,?,,Orlando Magic,New Orleans Pelicans,?
2024-04-03 03:37:51,85.20, 0.00,-1350,     , OVER,215.5,70.20,?,Minnesota Timberwolves,,Minnesota Timberwolves,?
2024-04-03 03:37:51,14.80, 4.34,     ,  810, OVER,215.5,70.20,?,,Toronto Raptors,Minnesota Timberwolves,?
2024-04-03 03:37:51,59.30, 0.00, -235,     ,UNDER,226.5,67.10,?,Phoenix Suns,,Phoenix Suns,?
2024-04-03 03:37:51,40.70,10.09,     ,  194,UNDER,226.5,67.10,?,,Cleveland Cavaliers,Phoenix Suns,?
2024-04-03 03:39:54,53.00, 0.00, -132,     , OVER,211.5,70.70,?,Charlotte Hornets,,Charlotte Hornets,?
2024-04-03 03:39:54,47.00, 0.00,     ,  112, OVER,211.5,70.70,?,,Portland Trail Blazers,Charlotte Hornets,?
2024-04-03 03:39:54,24.10,13.25,  700,     , OVER,234.0,60.80,?,Washington Wizards,,Los Angeles Lakers,?
2024-04-03 03:39:54,75.90, 0.00,     ,-1100, OVER,234.0,60.80,?,,Los Angeles Lakers,Los Angeles Lakers,?
2024-04-03 03:39:54,42.70,20.73,  260,     ,UNDER,230.5,78.40,?,Brooklyn Nets,,Indiana Pacers,?
2024-04-03 03:39:54,57.30, 0.00,     , -320,UNDER,230.5,78.40,?,,Indiana Pacers,Indiana Pacers,?
2024-04-03 03:39:54,72.60, 0.00, -770,     , OVER,223.0,59.00,?,Atlanta Hawks,,Atlanta Hawks,?
2024-04-03 03:39:54,27.40,13.92,     ,  540, OVER,223.0,59.00,?,,Detroit Pistons,Atlanta Hawks,?
2024-04-03 03:39:54,66.50, 0.00, -450,     ,UNDER,230.5,97.60,?,Boston Celtics,,Boston Celtics,?
2024-04-03 03:39:54,33.50,14.45,     ,  350,UNDER,230.5,97.60,?,,Oklahoma City Thunder,Boston Celtics,?
2024-04-03 03:39:54,82.20, 0.00, -850,     ,UNDER,222.5,58.00,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-03 03:39:54,17.80, 3.93,     ,  590,UNDER,222.5,58.00,?,,Memphis Grizzlies,Milwaukee Bucks,?
2024-04-03 03:39:54,62.80, 0.00, -190,     ,UNDER,209.5,59.70,?,New Orleans Pelicans,,New Orleans Pelicans,?
2024-04-03 03:39:54,37.20, 0.00,     ,  160,UNDER,209.5,59.70,?,,Orlando Magic,New Orleans Pelicans,?
2024-04-03 03:39:54,85.20, 0.00,-1350,     , OVER,215.5,70.20,?,Minnesota Timberwolves,,Minnesota Timberwolves,?
2024-04-03 03:39:54,14.80, 4.34,     ,  810, OVER,215.5,70.20,?,,Toronto Raptors,Minnesota Timberwolves,?
2024-04-03 03:39:54,59.30, 0.00, -235,     ,UNDER,226.5,67.10,?,Phoenix Suns,,Phoenix Suns,?
2024-04-03 03:39:54,40.70,10.09,     ,  194,UNDER,226.5,67.10,?,,Cleveland Cavaliers,Phoenix Suns,?
2024-04-03 22:26:50,67.90, 0.00, -620,     , OVER,230.5,60.90,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-03 22:26:50,32.10,17.36,     ,  460, OVER,230.5,60.90,?,,Atlanta Hawks,Dallas Mavericks,?
2024-04-03 22:26:50,60.20, 3.28, -142,     , OVER,210.5,58.60,?,Miami Heat,,Miami Heat,?
2024-04-03 22:26:50,39.80, 0.00,     ,  120, OVER,210.5,58.60,?,,Philadelphia 76ers,Miami Heat,?
2024-04-03 22:26:50,65.70,11.23, -158,     ,UNDER,215.5,67.60,?,New York Knicks,,New York Knicks,?
2024-04-03 22:26:50,34.30, 0.00,     ,  134,UNDER,215.5,67.60,?,,Sacramento Kings,New York Knicks,?
2024-04-03 22:26:50,55.50,22.79,  136,     ,UNDER,227.5,55.10,?,Houston Rockets,,Houston Rockets,?
2024-04-03 22:26:50,44.50, 0.00,     , -162,UNDER,227.5,55.10,?,,Golden State Warriors,Houston Rockets,?
2024-04-03 22:26:50,63.10,34.76,  130,     ,UNDER,218.5,73.60,?,LA Clippers,,LA Clippers,?
2024-04-03 22:26:50,36.90, 0.00,     , -154,UNDER,218.5,73.60,?,,Denver Nuggets,LA Clippers,?
2024-04-03 23:47:20,72.30, 0.00, -650,     , OVER,230.0,66.50,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-03 23:47:20,27.70,12.60,     ,  480, OVER,230.0,66.50,?,,Atlanta Hawks,Dallas Mavericks,?
2024-04-03 23:47:20,57.20, 0.00, -142,     , OVER,210.0,64.20,?,Miami Heat,,Miami Heat,?
2024-04-03 23:47:20,42.80, 0.00,     ,  120, OVER,210.0,64.20,?,,Philadelphia 76ers,Miami Heat,?
2024-04-03 23:47:20,66.50, 7.63, -174,     ,UNDER,216.0,63.40,?,New York Knicks,,New York Knicks,?
2024-04-03 23:47:20,33.50, 0.00,     ,  146,UNDER,216.0,63.40,?,,Sacramento Kings,New York Knicks,?
2024-04-03 23:47:20,49.00,15.38,  152,     ,UNDER,227.0,52.00,?,Houston Rockets,,Golden State Warriors,?
2024-04-03 23:47:20,51.00, 0.00,     , -180,UNDER,227.0,52.00,?,,Golden State Warriors,Golden State Warriors,?
2024-04-03 23:47:20,66.60,40.04,  126,     ,UNDER,218.0,80.30,?,LA Clippers,,LA Clippers,?
2024-04-03 23:47:20,33.40, 0.00,     , -148,UNDER,218.0,80.30,?,,Denver Nuggets,LA Clippers,?
2024-04-04 06:59:21,30.10, 0.00, None,     ,UNDER,  0.0,55.00,?,Charlotte Hornets,,Orlando Magic,?
2024-04-04 06:59:21,69.90, 0.00,     , None,UNDER,  0.0,55.00,?,,Orlando Magic,Orlando Magic,?
2024-04-04 06:59:21,47.60, 0.00, None,     ,UNDER,  0.0,56.70,?,Indiana Pacers,,Oklahoma City Thunder,?
2024-04-04 06:59:21,52.40, 0.00,     , None,UNDER,  0.0,56.70,?,,Oklahoma City Thunder,Oklahoma City Thunder,?
2024-04-04 06:59:21,54.90, 0.00, None,     ,UNDER,  0.0,68.40,?,Washington Wizards,,Washington Wizards,?
2024-04-04 06:59:21,45.10, 0.00,     , None,UNDER,  0.0,68.40,?,,Portland Trail Blazers,Washington Wizards,?
2024-04-04 06:59:21,81.20, 0.00, None,     ,UNDER,  0.0,94.70,?,Boston Celtics,,Boston Celtics,?
2024-04-04 06:59:21,18.80, 0.00,     , None,UNDER,  0.0,94.70,?,,Sacramento Kings,Boston Celtics,?
2024-04-04 06:59:21,39.40, 0.00, None,     ,UNDER,  0.0,53.80,?,Chicago Bulls,,New York Knicks,?
